entry ,species,chemical,light,week,result
7234,C.fasciculata,standard,shade,1,0
7235,S.scheelei,standard,shade,1,0
7236,M.maximus,standard,shade,1,0
7237,X.texanum,none,open,1,0
7238,C.fasciculata,none,open,1,0
7239,S.scheelei,none,open,1,0
7240,M.maximus,none,open,1,0
7241,X.texanum,crude,open,1,0
7242,C.fasciculata,crude,open,1,0
7243,S.scheelei,crude,open,1,0
7244,M.maximus,crude,open,1,0
7245,X.texanum,standard,open,1,0
7246,C.fasciculata,standard,open,1,0
7247,S.scheelei,standard,open,1,0
7248,M.maximus,standard,open,1,0
7249,X.texanum,crude,shade,2,0
7250,C.fasciculata,crude,shade,2,0
7251,S.scheelei,crude,shade,2,0
7252,M.maximus,crude,shade,2,0
7253,X.texanum,standard,shade,2,0
7254,C.fasciculata,standard,shade,2,0
7255,S.scheelei,standard,shade,2,0
7256,M.maximus,standard,shade,2,0
7257,X.texanum,none,shade,2,0
7258,C.fasciculata,none,shade,2,0
7259,S.scheelei,none,shade,2,0
7260,M.maximus,none,shade,2,1
7261,X.texanum,crude,open,2,0
7262,C.fasciculata,crude,open,2,0
7263,S.scheelei,crude,open,2,0
7264,M.maximus,crude,open,2,0
7265,X.texanum,standard,open,2,0
7266,C.fasciculata,standard,open,2,1
7267,S.scheelei,standard,open,2,0
7268,M.maximus,standard,open,2,0
7269,X.texanum,none,open,2,0
7270,C.fasciculata,none,open,2,0
7271,S.scheelei,none,open,2,0
7272,M.maximus,none,open,2,1
7273,X.texanum,crude,shade,3,0
7274,C.fasciculata,crude,shade,3,1
7275,S.scheelei,crude,shade,3,0
7276,M.maximus,crude,shade,3,0
7277,X.texanum,standard,shade,3,0
7278,C.fasciculata,standard,shade,3,0
7279,S.scheelei,standard,shade,3,1
7280,M.maximus,standard,shade,3,0
7281,X.texanum,none,shade,3,0
7282,C.fasciculata,none,shade,3,0
7283,S.scheelei,none,shade,3,0
7284,M.maximus,none,shade,3,1
7285,X.texanum,crude,open,3,0
7286,C.fasciculata,crude,open,3,1
7287,S.scheelei,crude,open,3,0
7288,M.maximus,crude,open,3,1
7289,X.texanum,standard,open,3,0
7290,C.fasciculata,standard,open,3,1
7291,S.scheelei,standard,open,3,1
7292,M.maximus,standard,open,3,0
7293,X.texanum,none,open,3,0
7294,C.fasciculata,none,open,3,0
7295,S.scheelei,none,open,3,0
7296,M.maximus,none,open,3,1
7297,X.texanum,crude,shade,4,0
7298,C.fasciculata,crude,shade,4,0
7299,S.scheelei,crude,shade,4,0
7300,M.maximus,crude,shade,4,0
7301,X.texanum,standard,shade,4,0
7302,C.fasciculata,standard,shade,4,0
7303,S.scheelei,standard,shade,4,1
7304,M.maximus,standard,shade,4,0
7305,X.texanum,none,shade,4,0
7306,C.fasciculata,none,shade,4,0
7307,S.scheelei,none,shade,4,1
7308,M.maximus,none,shade,4,1
7309,X.texanum,crude,open,4,0
7310,C.fasciculata,crude,open,4,0
7311,S.scheelei,crude,open,4,1
7312,M.maximus,crude,open,4,1
7313,X.texanum,standard,open,4,0
7314,C.fasciculata,standard,open,4,1
7315,S.scheelei,standard,open,4,1
7316,M.maximus,standard,open,4,0
7317,X.texanum,none,open,4,0
7318,C.fasciculata,none,open,4,0
7319,S.scheelei,none,open,4,1
7320,M.maximus,none,open,4,1
7321,X.texanum,crude,shade,5,0
7322,C.fasciculata,crude,shade,5,0
7323,S.scheelei,crude,shade,5,0
7324,M.maximus,crude,shade,5,0
7325,X.texanum,standard,shade,5,0
7326,C.fasciculata,standard,shade,5,0
7327,S.scheelei,standard,shade,5,1
7328,M.maximus,standard,shade,5,0
7329,X.texanum,none,shade,5,0
7330,C.fasciculata,none,shade,5,0
7331,S.scheelei,none,shade,5,1
7332,M.maximus,none,shade,5,1
7333,X.texanum,crude,open,5,0
7334,C.fasciculata,crude,open,5,0
7335,S.scheelei,crude,open,5,0
7336,M.maximus,crude,open,5,1
7337,X.texanum,standard,open,5,0
7338,C.fasciculata,standard,open,5,1
7339,S.scheelei,standard,open,5,1
7340,M.maximus,standard,open,5,0
7341,X.texanum,none,open,5,0
7342,C.fasciculata,none,open,5,0
7343,S.scheelei,none,open,5,1
7344,M.maximus,none,open,5,1
7345,X.texanum,none,shade,0,0
7346,C.fasciculata,none,shade,0,0
7347,S.scheelei,none,shade,0,0
7348,M.maximus,none,shade,0,0
7349,X.texanum,crude,shade,0,0
7350,C.fasciculata,crude,shade,0,0
7351,S.scheelei,crude,shade,0,0
7352,M.maximus,crude,shade,0,0
7353,X.texanum,standard,shade,0,0
7354,C.fasciculata,standard,shade,0,0
7355,S.scheelei,standard,shade,0,0
7356,M.maximus,standard,shade,0,0
7357,X.texanum,none,open,0,0
7358,C.fasciculata,none,open,0,0
7359,S.scheelei,none,open,0,0
7360,M.maximus,none,open,0,0
7361,X.texanum,crude,open,0,0
7362,C.fasciculata,crude,open,0,0
7363,S.scheelei,crude,open,0,0
7364,M.maximus,crude,open,0,0
7365,X.texanum,standard,open,0,0
7366,C.fasciculata,standard,open,0,0
7367,S.scheelei,standard,open,0,0
7368,M.maximus,standard,open,0,0
7369,X.texanum,none,shade,1,0
7370,C.fasciculata,none,shade,1,0
7371,S.scheelei,none,shade,1,0
7372,M.maximus,none,shade,1,0
7373,X.texanum,crude,shade,1,0
7374,C.fasciculata,crude,shade,1,0
7375,S.scheelei,crude,shade,1,0
7376,M.maximus,crude,shade,1,0
7377,X.texanum,standard,shade,1,0
7378,C.fasciculata,standard,shade,1,0
7379,S.scheelei,standard,shade,1,0
7380,M.maximus,standard,shade,1,0
7381,X.texanum,none,open,1,0
7382,C.fasciculata,none,open,1,0
7383,S.scheelei,none,open,1,0
7384,M.maximus,none,open,1,0
7385,X.texanum,crude,open,1,0
7386,C.fasciculata,crude,open,1,0
7387,S.scheelei,crude,open,1,0
7388,M.maximus,crude,open,1,0
7389,X.texanum,standard,open,1,0
7390,C.fasciculata,standard,open,1,0
7391,S.scheelei,standard,open,1,0
7392,M.maximus,standard,open,1,0
7393,X.texanum,crude,shade,2,0
7394,C.fasciculata,crude,shade,2,0
7395,S.scheelei,crude,shade,2,0
7396,M.maximus,crude,shade,2,0
7397,X.texanum,standard,shade,2,0
7398,C.fasciculata,standard,shade,2,0
7399,S.scheelei,standard,shade,2,0
7400,M.maximus,standard,shade,2,0
7401,X.texanum,none,shade,2,0
7402,C.fasciculata,none,shade,2,0
7403,S.scheelei,none,shade,2,0
7404,M.maximus,none,shade,2,1
7405,X.texanum,crude,open,2,0
7406,C.fasciculata,crude,open,2,0
7407,S.scheelei,crude,open,2,0
7408,M.maximus,crude,open,2,0
7409,X.texanum,standard,open,2,0
7410,C.fasciculata,standard,open,2,1
7411,S.scheelei,standard,open,2,0
7412,M.maximus,standard,open,2,0
7413,X.texanum,none,open,2,0
7414,C.fasciculata,none,open,2,0
7415,S.scheelei,none,open,2,0
7416,M.maximus,none,open,2,1
7417,X.texanum,crude,shade,3,0
7418,C.fasciculata,crude,shade,3,1
7419,S.scheelei,crude,shade,3,0
7420,M.maximus,crude,shade,3,0
7421,X.texanum,standard,shade,3,0
7422,C.fasciculata,standard,shade,3,0
7423,S.scheelei,standard,shade,3,1
7424,M.maximus,standard,shade,3,0
7425,X.texanum,none,shade,3,0
7426,C.fasciculata,none,shade,3,0
7427,S.scheelei,none,shade,3,0
7428,M.maximus,none,shade,3,1
7429,X.texanum,crude,open,3,0
7430,C.fasciculata,crude,open,3,1
7431,S.scheelei,crude,open,3,0
7432,M.maximus,crude,open,3,1
7433,X.texanum,standard,open,3,0
7434,C.fasciculata,standard,open,3,1
7435,S.scheelei,standard,open,3,1
7436,M.maximus,standard,open,3,0
7437,X.texanum,none,open,3,0
7438,C.fasciculata,none,open,3,0
7439,S.scheelei,none,open,3,0
7440,M.maximus,none,open,3,1
7441,X.texanum,crude,shade,4,0
7442,C.fasciculata,crude,shade,4,0
7443,S.scheelei,crude,shade,4,0
7444,M.maximus,crude,shade,4,0
7445,X.texanum,standard,shade,4,0
7446,C.fasciculata,standard,shade,4,0
7447,S.scheelei,standard,shade,4,1
7448,M.maximus,standard,shade,4,0
7449,X.texanum,none,shade,4,0
7450,C.fasciculata,none,shade,4,0
7451,S.scheelei,none,shade,4,1
7452,M.maximus,none,shade,4,1
7453,X.texanum,crude,open,4,0
7454,C.fasciculata,crude,open,4,0
7455,S.scheelei,crude,open,4,1
7456,M.maximus,crude,open,4,1
7457,X.texanum,standard,open,4,0
7458,C.fasciculata,standard,open,4,1
7459,S.scheelei,standard,open,4,1
7460,M.maximus,standard,open,4,0
7461,X.texanum,none,open,4,0
7462,C.fasciculata,none,open,4,0
7463,S.scheelei,none,open,4,1
7464,M.maximus,none,open,4,1
7465,X.texanum,crude,shade,5,0
7466,C.fasciculata,crude,shade,5,0
7467,S.scheelei,crude,shade,5,0
7468,M.maximus,crude,shade,5,0
7469,X.texanum,standard,shade,5,0
7470,C.fasciculata,standard,shade,5,0
7471,S.scheelei,standard,shade,5,1
7472,M.maximus,standard,shade,5,0
7473,X.texanum,none,shade,5,0
7474,C.fasciculata,none,shade,5,0
7475,S.scheelei,none,shade,5,1
7476,M.maximus,none,shade,5,1
7477,X.texanum,crude,open,5,0
7478,C.fasciculata,crude,open,5,0
7479,S.scheelei,crude,open,5,0
7480,M.maximus,crude,open,5,1
7481,X.texanum,standard,open,5,0
7482,C.fasciculata,standard,open,5,1
7483,S.scheelei,standard,open,5,1
7484,M.maximus,standard,open,5,0
7485,X.texanum,none,open,5,0
7486,C.fasciculata,none,open,5,0
7487,S.scheelei,none,open,5,1
7488,M.maximus,none,open,5,1
7489,X.texanum,none,shade,0,0
7490,C.fasciculata,none,shade,0,0
7491,S.scheelei,none,shade,0,0
7492,M.maximus,none,shade,0,0
7493,X.texanum,crude,shade,0,0
7494,C.fasciculata,crude,shade,0,0
7495,S.scheelei,crude,shade,0,0
7496,M.maximus,crude,shade,0,0
7497,X.texanum,standard,shade,0,0
7498,C.fasciculata,standard,shade,0,0
7499,S.scheelei,standard,shade,0,0
7500,M.maximus,standard,shade,0,0
7501,X.texanum,none,open,0,0
7502,C.fasciculata,none,open,0,0
7503,S.scheelei,none,open,0,0
7504,M.maximus,none,open,0,0
7505,X.texanum,crude,open,0,0
7506,C.fasciculata,crude,open,0,0
7507,S.scheelei,crude,open,0,0
7508,M.maximus,crude,open,0,0
7509,X.texanum,standard,open,0,0
7510,C.fasciculata,standard,open,0,0
7511,S.scheelei,standard,open,0,0
7512,M.maximus,standard,open,0,0
7513,X.texanum,none,shade,1,0
7514,C.fasciculata,none,shade,1,0
7515,S.scheelei,none,shade,1,0
7516,M.maximus,none,shade,1,0
7517,X.texanum,crude,shade,1,0
7518,C.fasciculata,crude,shade,1,0
7519,S.scheelei,crude,shade,1,0
7520,M.maximus,crude,shade,1,0
7521,X.texanum,standard,shade,1,0
7522,C.fasciculata,standard,shade,1,0
7523,S.scheelei,standard,shade,1,0
7524,M.maximus,standard,shade,1,0
7525,X.texanum,none,open,1,0
7526,C.fasciculata,none,open,1,0
7527,S.scheelei,none,open,1,0
7528,M.maximus,none,open,1,0
7529,X.texanum,crude,open,1,0
7530,C.fasciculata,crude,open,1,0
7531,S.scheelei,crude,open,1,0
7532,M.maximus,crude,open,1,0
7533,X.texanum,standard,open,1,0
7534,C.fasciculata,standard,open,1,0
7535,S.scheelei,standard,open,1,0
7536,M.maximus,standard,open,1,0
7537,X.texanum,crude,shade,2,0
7538,C.fasciculata,crude,shade,2,0
7539,S.scheelei,crude,shade,2,0
7540,M.maximus,crude,shade,2,0
7541,X.texanum,standard,shade,2,0
7542,C.fasciculata,standard,shade,2,0
7543,S.scheelei,standard,shade,2,0
7544,M.maximus,standard,shade,2,0
7545,X.texanum,none,shade,2,0
7546,C.fasciculata,none,shade,2,0
7547,S.scheelei,none,shade,2,0
7548,M.maximus,none,shade,2,1
7549,X.texanum,crude,open,2,0
7550,C.fasciculata,crude,open,2,0
7551,S.scheelei,crude,open,2,0
7552,M.maximus,crude,open,2,0
7553,X.texanum,standard,open,2,0
7554,C.fasciculata,standard,open,2,1
7555,S.scheelei,standard,open,2,0
7556,M.maximus,standard,open,2,0
7557,X.texanum,none,open,2,0
7558,C.fasciculata,none,open,2,0
7559,S.scheelei,none,open,2,0
7560,M.maximus,none,open,2,1
7561,X.texanum,crude,shade,3,0
7562,C.fasciculata,crude,shade,3,1
7563,S.scheelei,crude,shade,3,0
7564,M.maximus,crude,shade,3,0
7565,X.texanum,standard,shade,3,0
7566,C.fasciculata,standard,shade,3,0
7567,S.scheelei,standard,shade,3,1
7568,M.maximus,standard,shade,3,0
7569,X.texanum,none,shade,3,0
7570,C.fasciculata,none,shade,3,0
7571,S.scheelei,none,shade,3,0
7572,M.maximus,none,shade,3,1
7573,X.texanum,crude,open,3,0
7574,C.fasciculata,crude,open,3,1
7575,S.scheelei,crude,open,3,0
7576,M.maximus,crude,open,3,1
7577,X.texanum,standard,open,3,0
7578,C.fasciculata,standard,open,3,1
7579,S.scheelei,standard,open,3,1
7580,M.maximus,standard,open,3,0
7581,X.texanum,none,open,3,0
7582,C.fasciculata,none,open,3,0
7583,S.scheelei,none,open,3,0
7584,M.maximus,none,open,3,1
7585,X.texanum,crude,shade,4,0
7586,C.fasciculata,crude,shade,4,0
7587,S.scheelei,crude,shade,4,0
7588,M.maximus,crude,shade,4,0
7589,X.texanum,standard,shade,4,0
7590,C.fasciculata,standard,shade,4,0
7591,S.scheelei,standard,shade,4,1
7592,M.maximus,standard,shade,4,0
7593,X.texanum,none,shade,4,0
7594,C.fasciculata,none,shade,4,0
7595,S.scheelei,none,shade,4,1
7596,M.maximus,none,shade,4,1
7597,X.texanum,crude,open,4,0
7598,C.fasciculata,crude,open,4,0
7599,S.scheelei,crude,open,4,0
7600,M.maximus,crude,open,4,1
7601,X.texanum,standard,open,4,0
7602,C.fasciculata,standard,open,4,1
7603,S.scheelei,standard,open,4,1
7604,M.maximus,standard,open,4,0
7605,X.texanum,none,open,4,0
7606,C.fasciculata,none,open,4,0
7607,S.scheelei,none,open,4,1
7608,M.maximus,none,open,4,1
7609,X.texanum,crude,shade,5,0
7610,C.fasciculata,crude,shade,5,0
7611,S.scheelei,crude,shade,5,0
7612,M.maximus,crude,shade,5,0
7613,X.texanum,standard,shade,5,0
7614,C.fasciculata,standard,shade,5,0
7615,S.scheelei,standard,shade,5,1
7616,M.maximus,standard,shade,5,0
7617,X.texanum,none,shade,5,0
7618,C.fasciculata,none,shade,5,0
7619,S.scheelei,none,shade,5,1
7620,M.maximus,none,shade,5,1
7621,X.texanum,crude,open,5,0
7622,C.fasciculata,crude,open,5,0
7623,S.scheelei,crude,open,5,0
7624,M.maximus,crude,open,5,1
7625,X.texanum,standard,open,5,0
7626,C.fasciculata,standard,open,5,1
7627,S.scheelei,standard,open,5,1
7628,M.maximus,standard,open,5,0
7629,X.texanum,none,open,5,0
7630,C.fasciculata,none,open,5,0
7631,S.scheelei,none,open,5,0
7632,M.maximus,none,open,5,1
7633,X.texanum,none,shade,0,0
7634,C.fasciculata,none,shade,0,0
7635,S.scheelei,none,shade,0,0
7636,M.maximus,none,shade,0,0
7637,X.texanum,crude,shade,0,0
7638,C.fasciculata,crude,shade,0,0
7639,S.scheelei,crude,shade,0,0
7640,M.maximus,crude,shade,0,0
7641,X.texanum,standard,shade,0,0
7642,C.fasciculata,standard,shade,0,0
7643,S.scheelei,standard,shade,0,0
7644,M.maximus,standard,shade,0,0
7645,X.texanum,none,open,0,0
7646,C.fasciculata,none,open,0,0
7647,S.scheelei,none,open,0,0
7648,M.maximus,none,open,0,0
7649,X.texanum,crude,open,0,0
7650,C.fasciculata,crude,open,0,0
7651,S.scheelei,crude,open,0,0
7652,M.maximus,crude,open,0,0
7653,X.texanum,standard,open,0,0
7654,C.fasciculata,standard,open,0,0
7655,S.scheelei,standard,open,0,0
7656,M.maximus,standard,open,0,0
7657,X.texanum,none,shade,1,0
7658,C.fasciculata,none,shade,1,0
7659,S.scheelei,none,shade,1,0
7660,M.maximus,none,shade,1,0
7661,X.texanum,crude,shade,1,0
7662,C.fasciculata,crude,shade,1,0
7663,S.scheelei,crude,shade,1,0
7664,M.maximus,crude,shade,1,0
7665,X.texanum,standard,shade,1,0
7666,C.fasciculata,standard,shade,1,0
7667,S.scheelei,standard,shade,1,0
7668,M.maximus,standard,shade,1,0
7669,X.texanum,none,open,1,0
7670,C.fasciculata,none,open,1,0
7671,S.scheelei,none,open,1,0
7672,M.maximus,none,open,1,0
7673,X.texanum,crude,open,1,0
7674,C.fasciculata,crude,open,1,0
7675,S.scheelei,crude,open,1,0
7676,M.maximus,crude,open,1,0
7677,X.texanum,standard,open,1,0
7678,C.fasciculata,standard,open,1,0
7679,S.scheelei,standard,open,1,0
7680,M.maximus,standard,open,1,0
7681,X.texanum,crude,shade,2,0
7682,C.fasciculata,crude,shade,2,0
7683,S.scheelei,crude,shade,2,0
7684,M.maximus,crude,shade,2,0
7685,X.texanum,standard,shade,2,0
7686,C.fasciculata,standard,shade,2,0
7687,S.scheelei,standard,shade,2,0
7688,M.maximus,standard,shade,2,0
7689,X.texanum,none,shade,2,0
7690,C.fasciculata,none,shade,2,0
7691,S.scheelei,none,shade,2,0
7692,M.maximus,none,shade,2,1
7693,X.texanum,crude,open,2,0
7694,C.fasciculata,crude,open,2,0
7695,S.scheelei,crude,open,2,0
7696,M.maximus,crude,open,2,0
7697,X.texanum,standard,open,2,0
7698,C.fasciculata,standard,open,2,1
7699,S.scheelei,standard,open,2,0
7700,M.maximus,standard,open,2,0
7701,X.texanum,none,open,2,0
7702,C.fasciculata,none,open,2,0
7703,S.scheelei,none,open,2,0
7704,M.maximus,none,open,2,1
7705,X.texanum,crude,shade,3,0
7706,C.fasciculata,crude,shade,3,1
7707,S.scheelei,crude,shade,3,0
7708,M.maximus,crude,shade,3,0
7709,X.texanum,standard,shade,3,0
7710,C.fasciculata,standard,shade,3,0
7711,S.scheelei,standard,shade,3,1
7712,M.maximus,standard,shade,3,0
7713,X.texanum,none,shade,3,0
7714,C.fasciculata,none,shade,3,0
7715,S.scheelei,none,shade,3,0
7716,M.maximus,none,shade,3,1
7717,X.texanum,crude,open,3,0
7718,C.fasciculata,crude,open,3,1
7719,S.scheelei,crude,open,3,0
7720,M.maximus,crude,open,3,1
7721,X.texanum,standard,open,3,0
7722,C.fasciculata,standard,open,3,1
7723,S.scheelei,standard,open,3,1
7724,M.maximus,standard,open,3,0
7725,X.texanum,none,open,3,0
7726,C.fasciculata,none,open,3,0
7727,S.scheelei,none,open,3,0
7728,M.maximus,none,open,3,1
7729,X.texanum,crude,shade,4,0
7730,C.fasciculata,crude,shade,4,0
7731,S.scheelei,crude,shade,4,0
7732,M.maximus,crude,shade,4,0
7733,X.texanum,standard,shade,4,0
7734,C.fasciculata,standard,shade,4,0
7735,S.scheelei,standard,shade,4,1
7736,M.maximus,standard,shade,4,0
7737,X.texanum,none,shade,4,0
7738,C.fasciculata,none,shade,4,0
7739,S.scheelei,none,shade,4,0
7740,M.maximus,none,shade,4,1
7741,X.texanum,crude,open,4,0
7742,C.fasciculata,crude,open,4,0
7743,S.scheelei,crude,open,4,0
7744,M.maximus,crude,open,4,1
7745,X.texanum,standard,open,4,0
7746,C.fasciculata,standard,open,4,1
7747,S.scheelei,standard,open,4,1
7748,M.maximus,standard,open,4,0
7749,X.texanum,none,open,4,0
7750,C.fasciculata,none,open,4,0
7751,S.scheelei,none,open,4,0
7752,M.maximus,none,open,4,1
7753,X.texanum,crude,shade,5,0
7754,C.fasciculata,crude,shade,5,0
7755,S.scheelei,crude,shade,5,0
7756,M.maximus,crude,shade,5,0
7757,X.texanum,standard,shade,5,0
7758,C.fasciculata,standard,shade,5,0
7759,S.scheelei,standard,shade,5,1
7760,M.maximus,standard,shade,5,0
7761,X.texanum,none,shade,5,0
7762,C.fasciculata,none,shade,5,0
7763,S.scheelei,none,shade,5,0
7764,M.maximus,none,shade,5,1
7765,X.texanum,crude,open,5,0
7766,C.fasciculata,crude,open,5,0
7767,S.scheelei,crude,open,5,0
7768,M.maximus,crude,open,5,1
7769,X.texanum,standard,open,5,0
7770,C.fasciculata,standard,open,5,1
7771,S.scheelei,standard,open,5,1
7772,M.maximus,standard,open,5,0
7773,X.texanum,none,open,5,0
7774,C.fasciculata,none,open,5,0
7775,S.scheelei,none,open,5,0
7776,M.maximus,none,open,5,1
7777,X.texanum,none,shade,0,0
7778,C.fasciculata,none,shade,0,0
7779,S.scheelei,none,shade,0,0
7780,M.maximus,none,shade,0,0
7781,X.texanum,crude,shade,0,0
7782,C.fasciculata,crude,shade,0,0
7783,S.scheelei,crude,shade,0,0
7784,M.maximus,crude,shade,0,0
7785,X.texanum,standard,shade,0,0
7786,C.fasciculata,standard,shade,0,0
7787,S.scheelei,standard,shade,0,0
7788,M.maximus,standard,shade,0,0
7789,X.texanum,none,open,0,0
7790,C.fasciculata,none,open,0,0
7791,S.scheelei,none,open,0,0
7792,M.maximus,none,open,0,0
7793,X.texanum,crude,open,0,0
7794,C.fasciculata,crude,open,0,0
7795,S.scheelei,crude,open,0,0
7796,M.maximus,crude,open,0,0
7797,X.texanum,standard,open,0,0
7798,C.fasciculata,standard,open,0,0
7799,S.scheelei,standard,open,0,0
7800,M.maximus,standard,open,0,0
7801,X.texanum,none,shade,1,0
7802,C.fasciculata,none,shade,1,0
7803,S.scheelei,none,shade,1,0
7804,M.maximus,none,shade,1,0
7805,X.texanum,crude,shade,1,0
7806,C.fasciculata,crude,shade,1,0
7807,S.scheelei,crude,shade,1,0
7808,M.maximus,crude,shade,1,0
7809,X.texanum,standard,shade,1,0
7810,C.fasciculata,standard,shade,1,0
7811,S.scheelei,standard,shade,1,0
7812,M.maximus,standard,shade,1,0
7813,X.texanum,none,open,1,0
7814,C.fasciculata,none,open,1,0
7815,S.scheelei,none,open,1,0
7816,M.maximus,none,open,1,0
7817,X.texanum,crude,open,1,0
7818,C.fasciculata,crude,open,1,0
7819,S.scheelei,crude,open,1,0
7820,M.maximus,crude,open,1,0
7821,X.texanum,standard,open,1,0
7822,C.fasciculata,standard,open,1,0
7823,S.scheelei,standard,open,1,0
7824,M.maximus,standard,open,1,0
7825,X.texanum,crude,shade,2,0
7826,C.fasciculata,crude,shade,2,0
7827,S.scheelei,crude,shade,2,0
7828,M.maximus,crude,shade,2,0
7829,X.texanum,standard,shade,2,0
7830,C.fasciculata,standard,shade,2,0
7831,S.scheelei,standard,shade,2,0
7832,M.maximus,standard,shade,2,0
7833,X.texanum,none,shade,2,0
7834,C.fasciculata,none,shade,2,0
7835,S.scheelei,none,shade,2,0
7836,M.maximus,none,shade,2,1
7837,X.texanum,crude,open,2,0
7838,C.fasciculata,crude,open,2,0
7839,S.scheelei,crude,open,2,0
7840,M.maximus,crude,open,2,0
7841,X.texanum,standard,open,2,0
7842,C.fasciculata,standard,open,2,1
7843,S.scheelei,standard,open,2,0
7844,M.maximus,standard,open,2,0
7845,X.texanum,none,open,2,0
7846,C.fasciculata,none,open,2,0
7847,S.scheelei,none,open,2,0
7848,M.maximus,none,open,2,1
7849,X.texanum,crude,shade,3,0
7850,C.fasciculata,crude,shade,3,1
7851,S.scheelei,crude,shade,3,0
7852,M.maximus,crude,shade,3,0
7853,X.texanum,standard,shade,3,0
7854,C.fasciculata,standard,shade,3,0
7855,S.scheelei,standard,shade,3,1
7856,M.maximus,standard,shade,3,0
7857,X.texanum,none,shade,3,0
7858,C.fasciculata,none,shade,3,0
7859,S.scheelei,none,shade,3,0
7860,M.maximus,none,shade,3,1
7861,X.texanum,crude,open,3,0
7862,C.fasciculata,crude,open,3,1
7863,S.scheelei,crude,open,3,0
7864,M.maximus,crude,open,3,1
7865,X.texanum,standard,open,3,0
7866,C.fasciculata,standard,open,3,1
7867,S.scheelei,standard,open,3,1
7868,M.maximus,standard,open,3,0
7869,X.texanum,none,open,3,0
7870,C.fasciculata,none,open,3,0
7871,S.scheelei,none,open,3,0
7872,M.maximus,none,open,3,1
7873,X.texanum,crude,shade,4,0
7874,C.fasciculata,crude,shade,4,0
7875,S.scheelei,crude,shade,4,0
7876,M.maximus,crude,shade,4,0
7877,X.texanum,standard,shade,4,0
7878,C.fasciculata,standard,shade,4,0
7879,S.scheelei,standard,shade,4,1
7880,M.maximus,standard,shade,4,0
7881,X.texanum,none,shade,4,0
7882,C.fasciculata,none,shade,4,0
7883,S.scheelei,none,shade,4,0
7884,M.maximus,none,shade,4,1
7885,X.texanum,crude,open,4,0
7886,C.fasciculata,crude,open,4,0
7887,S.scheelei,crude,open,4,0
7888,M.maximus,crude,open,4,1
7889,X.texanum,standard,open,4,0
7890,C.fasciculata,standard,open,4,1
7891,S.scheelei,standard,open,4,1
7892,M.maximus,standard,open,4,0
7893,X.texanum,none,open,4,0
7894,C.fasciculata,none,open,4,0
7895,S.scheelei,none,open,4,0
7896,M.maximus,none,open,4,1
7897,X.texanum,crude,shade,5,0
7898,C.fasciculata,crude,shade,5,0
7899,S.scheelei,crude,shade,5,0
7900,M.maximus,crude,shade,5,0
7901,X.texanum,standard,shade,5,0
7902,C.fasciculata,standard,shade,5,0
7903,S.scheelei,standard,shade,5,1
7904,M.maximus,standard,shade,5,0
7905,X.texanum,none,shade,5,0
7906,C.fasciculata,none,shade,5,0
7907,S.scheelei,none,shade,5,0
7908,M.maximus,none,shade,5,1
7909,X.texanum,crude,open,5,0
7910,C.fasciculata,crude,open,5,0
7911,S.scheelei,crude,open,5,0
7912,M.maximus,crude,open,5,1
7913,X.texanum,standard,open,5,0
7914,C.fasciculata,standard,open,5,1
7915,S.scheelei,standard,open,5,1
7916,M.maximus,standard,open,5,0
7917,X.texanum,none,open,5,0
7918,C.fasciculata,none,open,5,0
7919,S.scheelei,none,open,5,0
7920,M.maximus,none,open,5,1
7921,X.texanum,none,shade,0,0
7922,C.fasciculata,none,shade,0,0
7923,S.scheelei,none,shade,0,0
7924,M.maximus,none,shade,0,0
7925,X.texanum,crude,shade,0,0
7926,C.fasciculata,crude,shade,0,0
7927,S.scheelei,crude,shade,0,0
7928,M.maximus,crude,shade,0,0
7929,X.texanum,standard,shade,0,0
7930,C.fasciculata,standard,shade,0,0
7931,S.scheelei,standard,shade,0,0
7932,M.maximus,standard,shade,0,0
7933,X.texanum,none,open,0,0
7934,C.fasciculata,none,open,0,0
7935,S.scheelei,none,open,0,0
7936,M.maximus,none,open,0,0
7937,X.texanum,crude,open,0,0
7938,C.fasciculata,crude,open,0,0
7939,S.scheelei,crude,open,0,0
7940,M.maximus,crude,open,0,0
7941,X.texanum,standard,open,0,0
7942,C.fasciculata,standard,open,0,0
7943,S.scheelei,standard,open,0,0
7944,M.maximus,standard,open,0,0
7945,X.texanum,none,shade,1,0
7946,C.fasciculata,none,shade,1,0
7947,S.scheelei,none,shade,1,0
7948,M.maximus,none,shade,1,0
7949,X.texanum,crude,shade,1,0
7950,C.fasciculata,crude,shade,1,0
7951,S.scheelei,crude,shade,1,0
7952,M.maximus,crude,shade,1,0
7953,X.texanum,standard,shade,1,0
7954,C.fasciculata,standard,shade,1,0
7955,S.scheelei,standard,shade,1,0
7956,M.maximus,standard,shade,1,0
7957,X.texanum,none,open,1,0
7958,C.fasciculata,none,open,1,0
7959,S.scheelei,none,open,1,0
7960,M.maximus,none,open,1,0
7961,X.texanum,crude,open,1,0
7962,C.fasciculata,crude,open,1,0
7963,S.scheelei,crude,open,1,0
7964,M.maximus,crude,open,1,0
7965,X.texanum,standard,open,1,0
7966,C.fasciculata,standard,open,1,0
7967,S.scheelei,standard,open,1,0
7968,M.maximus,standard,open,1,0
7969,X.texanum,crude,shade,2,0
7970,C.fasciculata,crude,shade,2,0
7971,S.scheelei,crude,shade,2,0
7972,M.maximus,crude,shade,2,0
