entry ,species,chemical,light,week,result
2207,S.scheelei,standard,open,1,0
2208,M.maximus,standard,open,1,0
2209,X.texanum,crude,shade,2,0
2210,C.fasciculata,crude,shade,2,1
2211,S.scheelei,crude,shade,2,0
2212,M.maximus,crude,shade,2,1
2213,X.texanum,standard,shade,2,0
2214,C.fasciculata,standard,shade,2,1
2215,S.scheelei,standard,shade,2,1
2216,M.maximus,standard,shade,2,1
2217,X.texanum,none,shade,2,0
2218,C.fasciculata,none,shade,2,1
2219,S.scheelei,none,shade,2,1
2220,M.maximus,none,shade,2,1
2221,X.texanum,crude,open,2,0
2222,C.fasciculata,crude,open,2,0
2223,S.scheelei,crude,open,2,1
2224,M.maximus,crude,open,2,0
2225,X.texanum,standard,open,2,0
2226,C.fasciculata,standard,open,2,1
2227,S.scheelei,standard,open,2,0
2228,M.maximus,standard,open,2,1
2229,X.texanum,none,open,2,0
2230,C.fasciculata,none,open,2,1
2231,S.scheelei,none,open,2,1
2232,M.maximus,none,open,2,1
2233,X.texanum,crude,shade,3,0
2234,C.fasciculata,crude,shade,3,1
2235,S.scheelei,crude,shade,3,1
2236,M.maximus,crude,shade,3,1
2237,X.texanum,standard,shade,3,0
2238,C.fasciculata,standard,shade,3,1
2239,S.scheelei,standard,shade,3,1
2240,M.maximus,standard,shade,3,1
2241,X.texanum,none,shade,3,1
2242,C.fasciculata,none,shade,3,1
2243,S.scheelei,none,shade,3,1
2244,M.maximus,none,shade,3,1
2245,X.texanum,crude,open,3,0
2246,C.fasciculata,crude,open,3,1
2247,S.scheelei,crude,open,3,1
2248,M.maximus,crude,open,3,1
2249,X.texanum,standard,open,3,1
2250,C.fasciculata,standard,open,3,1
2251,S.scheelei,standard,open,3,1
2252,M.maximus,standard,open,3,1
2253,X.texanum,none,open,3,1
2254,C.fasciculata,none,open,3,1
2255,S.scheelei,none,open,3,1
2256,M.maximus,none,open,3,1
2257,X.texanum,crude,shade,4,0
2258,C.fasciculata,crude,shade,4,0
2259,S.scheelei,crude,shade,4,1
2260,M.maximus,crude,shade,4,1
2261,X.texanum,standard,shade,4,0
2262,C.fasciculata,standard,shade,4,1
2263,S.scheelei,standard,shade,4,1
2264,M.maximus,standard,shade,4,1
2265,X.texanum,none,shade,4,1
2266,C.fasciculata,none,shade,4,1
2267,S.scheelei,none,shade,4,1
2268,M.maximus,none,shade,4,1
2269,X.texanum,crude,open,4,0
2270,C.fasciculata,crude,open,4,1
2271,S.scheelei,crude,open,4,1
2272,M.maximus,crude,open,4,1
2273,X.texanum,standard,open,4,1
2274,C.fasciculata,standard,open,4,1
2275,S.scheelei,standard,open,4,1
2276,M.maximus,standard,open,4,1
2277,X.texanum,none,open,4,1
2278,C.fasciculata,none,open,4,1
2279,S.scheelei,none,open,4,1
2280,M.maximus,none,open,4,1
2281,X.texanum,crude,shade,5,0
2282,C.fasciculata,crude,shade,5,0
2283,S.scheelei,crude,shade,5,1
2284,M.maximus,crude,shade,5,1
2285,X.texanum,standard,shade,5,0
2286,C.fasciculata,standard,shade,5,1
2287,S.scheelei,standard,shade,5,1
2288,M.maximus,standard,shade,5,1
2289,X.texanum,none,shade,5,0
2290,C.fasciculata,none,shade,5,1
2291,S.scheelei,none,shade,5,1
2292,M.maximus,none,shade,5,1
2293,X.texanum,crude,open,5,0
2294,C.fasciculata,crude,open,5,1
2295,S.scheelei,crude,open,5,1
2296,M.maximus,crude,open,5,1
2297,X.texanum,standard,open,5,1
2298,C.fasciculata,standard,open,5,1
2299,S.scheelei,standard,open,5,1
2300,M.maximus,standard,open,5,1
2301,X.texanum,none,open,5,1
2302,C.fasciculata,none,open,5,1
2303,S.scheelei,none,open,5,1
2304,M.maximus,none,open,5,1
2305,X.texanum,none,shade,0,0
2306,C.fasciculata,none,shade,0,0
2307,S.scheelei,none,shade,0,0
2308,M.maximus,none,shade,0,0
2309,X.texanum,crude,shade,0,0
2310,C.fasciculata,crude,shade,0,0
2311,S.scheelei,crude,shade,0,0
2312,M.maximus,crude,shade,0,0
2313,X.texanum,standard,shade,0,0
2314,C.fasciculata,standard,shade,0,0
2315,S.scheelei,standard,shade,0,0
2316,M.maximus,standard,shade,0,0
2317,X.texanum,none,open,0,0
2318,C.fasciculata,none,open,0,0
2319,S.scheelei,none,open,0,0
2320,M.maximus,none,open,0,0
2321,X.texanum,crude,open,0,0
2322,C.fasciculata,crude,open,0,0
2323,S.scheelei,crude,open,0,0
2324,M.maximus,crude,open,0,0
2325,X.texanum,standard,open,0,0
2326,C.fasciculata,standard,open,0,0
2327,S.scheelei,standard,open,0,0
2328,M.maximus,standard,open,0,0
2329,X.texanum,none,shade,1,0
2330,C.fasciculata,none,shade,1,0
2331,S.scheelei,none,shade,1,0
2332,M.maximus,none,shade,1,0
2333,X.texanum,crude,shade,1,0
2334,C.fasciculata,crude,shade,1,0
2335,S.scheelei,crude,shade,1,0
2336,M.maximus,crude,shade,1,0
2337,X.texanum,standard,shade,1,0
2338,C.fasciculata,standard,shade,1,0
2339,S.scheelei,standard,shade,1,0
2340,M.maximus,standard,shade,1,0
2341,X.texanum,none,open,1,0
2342,C.fasciculata,none,open,1,0
2343,S.scheelei,none,open,1,0
2344,M.maximus,none,open,1,1
2345,X.texanum,crude,open,1,0
2346,C.fasciculata,crude,open,1,0
2347,S.scheelei,crude,open,1,0
2348,M.maximus,crude,open,1,0
2349,X.texanum,standard,open,1,0
2350,C.fasciculata,standard,open,1,0
2351,S.scheelei,standard,open,1,0
2352,M.maximus,standard,open,1,0
2353,X.texanum,crude,shade,2,0
2354,C.fasciculata,crude,shade,2,1
2355,S.scheelei,crude,shade,2,0
2356,M.maximus,crude,shade,2,1
2357,X.texanum,standard,shade,2,0
2358,C.fasciculata,standard,shade,2,1
2359,S.scheelei,standard,shade,2,1
2360,M.maximus,standard,shade,2,1
2361,X.texanum,none,shade,2,0
2362,C.fasciculata,none,shade,2,1
2363,S.scheelei,none,shade,2,1
2364,M.maximus,none,shade,2,1
2365,X.texanum,crude,open,2,0
2366,C.fasciculata,crude,open,2,0
2367,S.scheelei,crude,open,2,1
2368,M.maximus,crude,open,2,0
2369,X.texanum,standard,open,2,0
2370,C.fasciculata,standard,open,2,1
2371,S.scheelei,standard,open,2,0
2372,M.maximus,standard,open,2,1
2373,X.texanum,none,open,2,0
2374,C.fasciculata,none,open,2,1
2375,S.scheelei,none,open,2,1
2376,M.maximus,none,open,2,1
2377,X.texanum,crude,shade,3,0
2378,C.fasciculata,crude,shade,3,1
2379,S.scheelei,crude,shade,3,1
2380,M.maximus,crude,shade,3,1
2381,X.texanum,standard,shade,3,0
2382,C.fasciculata,standard,shade,3,1
2383,S.scheelei,standard,shade,3,1
2384,M.maximus,standard,shade,3,1
2385,X.texanum,none,shade,3,1
2386,C.fasciculata,none,shade,3,1
2387,S.scheelei,none,shade,3,1
2388,M.maximus,none,shade,3,1
2389,X.texanum,crude,open,3,0
2390,C.fasciculata,crude,open,3,1
2391,S.scheelei,crude,open,3,1
2392,M.maximus,crude,open,3,1
2393,X.texanum,standard,open,3,0
2394,C.fasciculata,standard,open,3,1
2395,S.scheelei,standard,open,3,1
2396,M.maximus,standard,open,3,1
2397,X.texanum,none,open,3,1
2398,C.fasciculata,none,open,3,1
2399,S.scheelei,none,open,3,1
2400,M.maximus,none,open,3,1
2401,X.texanum,crude,shade,4,0
2402,C.fasciculata,crude,shade,4,0
2403,S.scheelei,crude,shade,4,1
2404,M.maximus,crude,shade,4,1
2405,X.texanum,standard,shade,4,0
2406,C.fasciculata,standard,shade,4,1
2407,S.scheelei,standard,shade,4,1
2408,M.maximus,standard,shade,4,1
2409,X.texanum,none,shade,4,1
2410,C.fasciculata,none,shade,4,1
2411,S.scheelei,none,shade,4,1
2412,M.maximus,none,shade,4,1
2413,X.texanum,crude,open,4,0
2414,C.fasciculata,crude,open,4,1
2415,S.scheelei,crude,open,4,1
2416,M.maximus,crude,open,4,1
2417,X.texanum,standard,open,4,1
2418,C.fasciculata,standard,open,4,1
2419,S.scheelei,standard,open,4,1
2420,M.maximus,standard,open,4,1
2421,X.texanum,none,open,4,1
2422,C.fasciculata,none,open,4,1
2423,S.scheelei,none,open,4,1
2424,M.maximus,none,open,4,1
2425,X.texanum,crude,shade,5,0
2426,C.fasciculata,crude,shade,5,0
2427,S.scheelei,crude,shade,5,1
2428,M.maximus,crude,shade,5,1
2429,X.texanum,standard,shade,5,0
2430,C.fasciculata,standard,shade,5,1
2431,S.scheelei,standard,shade,5,1
2432,M.maximus,standard,shade,5,1
2433,X.texanum,none,shade,5,0
2434,C.fasciculata,none,shade,5,1
2435,S.scheelei,none,shade,5,1
2436,M.maximus,none,shade,5,1
2437,X.texanum,crude,open,5,0
2438,C.fasciculata,crude,open,5,1
2439,S.scheelei,crude,open,5,1
2440,M.maximus,crude,open,5,1
2441,X.texanum,standard,open,5,1
2442,C.fasciculata,standard,open,5,1
2443,S.scheelei,standard,open,5,1
2444,M.maximus,standard,open,5,1
2445,X.texanum,none,open,5,1
2446,C.fasciculata,none,open,5,1
2447,S.scheelei,none,open,5,1
2448,M.maximus,none,open,5,1
2449,X.texanum,none,shade,0,0
2450,C.fasciculata,none,shade,0,0
2451,S.scheelei,none,shade,0,0
2452,M.maximus,none,shade,0,0
2453,X.texanum,crude,shade,0,0
2454,C.fasciculata,crude,shade,0,0
2455,S.scheelei,crude,shade,0,0
2456,M.maximus,crude,shade,0,0
2457,X.texanum,standard,shade,0,0
2458,C.fasciculata,standard,shade,0,0
2459,S.scheelei,standard,shade,0,0
2460,M.maximus,standard,shade,0,0
2461,X.texanum,none,open,0,0
2462,C.fasciculata,none,open,0,0
2463,S.scheelei,none,open,0,0
2464,M.maximus,none,open,0,0
2465,X.texanum,crude,open,0,0
2466,C.fasciculata,crude,open,0,0
2467,S.scheelei,crude,open,0,0
2468,M.maximus,crude,open,0,0
2469,X.texanum,standard,open,0,0
2470,C.fasciculata,standard,open,0,0
2471,S.scheelei,standard,open,0,0
2472,M.maximus,standard,open,0,0
2473,X.texanum,none,shade,1,0
2474,C.fasciculata,none,shade,1,0
2475,S.scheelei,none,shade,1,0
2476,M.maximus,none,shade,1,0
2477,X.texanum,crude,shade,1,0
2478,C.fasciculata,crude,shade,1,0
2479,S.scheelei,crude,shade,1,0
2480,M.maximus,crude,shade,1,0
2481,X.texanum,standard,shade,1,0
2482,C.fasciculata,standard,shade,1,0
2483,S.scheelei,standard,shade,1,0
2484,M.maximus,standard,shade,1,0
2485,X.texanum,none,open,1,0
2486,C.fasciculata,none,open,1,0
2487,S.scheelei,none,open,1,0
2488,M.maximus,none,open,1,1
2489,X.texanum,crude,open,1,0
2490,C.fasciculata,crude,open,1,0
2491,S.scheelei,crude,open,1,0
2492,M.maximus,crude,open,1,0
2493,X.texanum,standard,open,1,0
2494,C.fasciculata,standard,open,1,0
2495,S.scheelei,standard,open,1,0
2496,M.maximus,standard,open,1,0
2497,X.texanum,crude,shade,2,0
2498,C.fasciculata,crude,shade,2,1
2499,S.scheelei,crude,shade,2,0
2500,M.maximus,crude,shade,2,1
2501,X.texanum,standard,shade,2,0
2502,C.fasciculata,standard,shade,2,1
2503,S.scheelei,standard,shade,2,1
2504,M.maximus,standard,shade,2,1
2505,X.texanum,none,shade,2,0
2506,C.fasciculata,none,shade,2,1
2507,S.scheelei,none,shade,2,1
2508,M.maximus,none,shade,2,1
2509,X.texanum,crude,open,2,0
2510,C.fasciculata,crude,open,2,0
2511,S.scheelei,crude,open,2,1
2512,M.maximus,crude,open,2,0
2513,X.texanum,standard,open,2,0
2514,C.fasciculata,standard,open,2,1
2515,S.scheelei,standard,open,2,0
2516,M.maximus,standard,open,2,1
2517,X.texanum,none,open,2,0
2518,C.fasciculata,none,open,2,1
2519,S.scheelei,none,open,2,1
2520,M.maximus,none,open,2,1
2521,X.texanum,crude,shade,3,0
2522,C.fasciculata,crude,shade,3,1
2523,S.scheelei,crude,shade,3,1
2524,M.maximus,crude,shade,3,1
2525,X.texanum,standard,shade,3,0
2526,C.fasciculata,standard,shade,3,1
2527,S.scheelei,standard,shade,3,1
2528,M.maximus,standard,shade,3,1
2529,X.texanum,none,shade,3,1
2530,C.fasciculata,none,shade,3,1
2531,S.scheelei,none,shade,3,1
2532,M.maximus,none,shade,3,1
2533,X.texanum,crude,open,3,0
2534,C.fasciculata,crude,open,3,1
2535,S.scheelei,crude,open,3,1
2536,M.maximus,crude,open,3,1
2537,X.texanum,standard,open,3,0
2538,C.fasciculata,standard,open,3,1
2539,S.scheelei,standard,open,3,1
2540,M.maximus,standard,open,3,1
2541,X.texanum,none,open,3,1
2542,C.fasciculata,none,open,3,1
2543,S.scheelei,none,open,3,1
2544,M.maximus,none,open,3,1
2545,X.texanum,crude,shade,4,0
2546,C.fasciculata,crude,shade,4,0
2547,S.scheelei,crude,shade,4,1
2548,M.maximus,crude,shade,4,1
2549,X.texanum,standard,shade,4,0
2550,C.fasciculata,standard,shade,4,1
2551,S.scheelei,standard,shade,4,1
2552,M.maximus,standard,shade,4,1
2553,X.texanum,none,shade,4,1
2554,C.fasciculata,none,shade,4,1
2555,S.scheelei,none,shade,4,1
2556,M.maximus,none,shade,4,1
2557,X.texanum,crude,open,4,0
2558,C.fasciculata,crude,open,4,1
2559,S.scheelei,crude,open,4,1
2560,M.maximus,crude,open,4,1
2561,X.texanum,standard,open,4,1
2562,C.fasciculata,standard,open,4,1
2563,S.scheelei,standard,open,4,1
2564,M.maximus,standard,open,4,1
2565,X.texanum,none,open,4,1
2566,C.fasciculata,none,open,4,1
2567,S.scheelei,none,open,4,1
2568,M.maximus,none,open,4,1
2569,X.texanum,crude,shade,5,0
2570,C.fasciculata,crude,shade,5,0
2571,S.scheelei,crude,shade,5,1
2572,M.maximus,crude,shade,5,0
2573,X.texanum,standard,shade,5,0
2574,C.fasciculata,standard,shade,5,1
2575,S.scheelei,standard,shade,5,1
2576,M.maximus,standard,shade,5,1
2577,X.texanum,none,shade,5,0
2578,C.fasciculata,none,shade,5,1
2579,S.scheelei,none,shade,5,1
2580,M.maximus,none,shade,5,1
2581,X.texanum,crude,open,5,0
2582,C.fasciculata,crude,open,5,1
2583,S.scheelei,crude,open,5,1
2584,M.maximus,crude,open,5,1
2585,X.texanum,standard,open,5,1
2586,C.fasciculata,standard,open,5,1
2587,S.scheelei,standard,open,5,1
2588,M.maximus,standard,open,5,1
2589,X.texanum,none,open,5,1
2590,C.fasciculata,none,open,5,1
2591,S.scheelei,none,open,5,1
2592,M.maximus,none,open,5,1
2593,X.texanum,none,shade,0,0
2594,C.fasciculata,none,shade,0,0
2595,S.scheelei,none,shade,0,0
2596,M.maximus,none,shade,0,0
2597,X.texanum,crude,shade,0,0
2598,C.fasciculata,crude,shade,0,0
2599,S.scheelei,crude,shade,0,0
2600,M.maximus,crude,shade,0,0
2601,X.texanum,standard,shade,0,0
2602,C.fasciculata,standard,shade,0,0
2603,S.scheelei,standard,shade,0,0
2604,M.maximus,standard,shade,0,0
2605,X.texanum,none,open,0,0
2606,C.fasciculata,none,open,0,0
2607,S.scheelei,none,open,0,0
2608,M.maximus,none,open,0,0
2609,X.texanum,crude,open,0,0
2610,C.fasciculata,crude,open,0,0
2611,S.scheelei,crude,open,0,0
2612,M.maximus,crude,open,0,0
2613,X.texanum,standard,open,0,0
2614,C.fasciculata,standard,open,0,0
2615,S.scheelei,standard,open,0,0
2616,M.maximus,standard,open,0,0
2617,X.texanum,none,shade,1,0
2618,C.fasciculata,none,shade,1,0
2619,S.scheelei,none,shade,1,0
2620,M.maximus,none,shade,1,0
2621,X.texanum,crude,shade,1,0
2622,C.fasciculata,crude,shade,1,0
2623,S.scheelei,crude,shade,1,0
2624,M.maximus,crude,shade,1,0
2625,X.texanum,standard,shade,1,0
2626,C.fasciculata,standard,shade,1,0
2627,S.scheelei,standard,shade,1,0
2628,M.maximus,standard,shade,1,0
2629,X.texanum,none,open,1,0
2630,C.fasciculata,none,open,1,0
2631,S.scheelei,none,open,1,0
2632,M.maximus,none,open,1,1
2633,X.texanum,crude,open,1,0
2634,C.fasciculata,crude,open,1,0
2635,S.scheelei,crude,open,1,0
2636,M.maximus,crude,open,1,0
2637,X.texanum,standard,open,1,0
2638,C.fasciculata,standard,open,1,0
2639,S.scheelei,standard,open,1,0
2640,M.maximus,standard,open,1,0
2641,X.texanum,crude,shade,2,0
2642,C.fasciculata,crude,shade,2,1
2643,S.scheelei,crude,shade,2,0
2644,M.maximus,crude,shade,2,1
2645,X.texanum,standard,shade,2,0
2646,C.fasciculata,standard,shade,2,1
2647,S.scheelei,standard,shade,2,1
2648,M.maximus,standard,shade,2,1
2649,X.texanum,none,shade,2,0
2650,C.fasciculata,none,shade,2,1
2651,S.scheelei,none,shade,2,1
2652,M.maximus,none,shade,2,1
2653,X.texanum,crude,open,2,0
2654,C.fasciculata,crude,open,2,0
2655,S.scheelei,crude,open,2,1
2656,M.maximus,crude,open,2,0
2657,X.texanum,standard,open,2,0
2658,C.fasciculata,standard,open,2,1
2659,S.scheelei,standard,open,2,0
2660,M.maximus,standard,open,2,1
2661,X.texanum,none,open,2,0
2662,C.fasciculata,none,open,2,1
2663,S.scheelei,none,open,2,1
2664,M.maximus,none,open,2,1
2665,X.texanum,crude,shade,3,0
2666,C.fasciculata,crude,shade,3,1
2667,S.scheelei,crude,shade,3,1
2668,M.maximus,crude,shade,3,1
2669,X.texanum,standard,shade,3,0
2670,C.fasciculata,standard,shade,3,1
2671,S.scheelei,standard,shade,3,1
2672,M.maximus,standard,shade,3,1
2673,X.texanum,none,shade,3,1
2674,C.fasciculata,none,shade,3,1
2675,S.scheelei,none,shade,3,1
2676,M.maximus,none,shade,3,1
2677,X.texanum,crude,open,3,0
2678,C.fasciculata,crude,open,3,1
2679,S.scheelei,crude,open,3,1
2680,M.maximus,crude,open,3,1
2681,X.texanum,standard,open,3,0
2682,C.fasciculata,standard,open,3,1
2683,S.scheelei,standard,open,3,1
2684,M.maximus,standard,open,3,1
2685,X.texanum,none,open,3,1
2686,C.fasciculata,none,open,3,1
2687,S.scheelei,none,open,3,1
2688,M.maximus,none,open,3,1
2689,X.texanum,crude,shade,4,0
2690,C.fasciculata,crude,shade,4,0
2691,S.scheelei,crude,shade,4,1
2692,M.maximus,crude,shade,4,1
2693,X.texanum,standard,shade,4,0
2694,C.fasciculata,standard,shade,4,1
2695,S.scheelei,standard,shade,4,1
2696,M.maximus,standard,shade,4,1
2697,X.texanum,none,shade,4,0
2698,C.fasciculata,none,shade,4,1
2699,S.scheelei,none,shade,4,1
2700,M.maximus,none,shade,4,1
2701,X.texanum,crude,open,4,0
2702,C.fasciculata,crude,open,4,1
2703,S.scheelei,crude,open,4,1
2704,M.maximus,crude,open,4,1
2705,X.texanum,standard,open,4,1
2706,C.fasciculata,standard,open,4,1
2707,S.scheelei,standard,open,4,1
2708,M.maximus,standard,open,4,1
2709,X.texanum,none,open,4,1
2710,C.fasciculata,none,open,4,1
2711,S.scheelei,none,open,4,1
2712,M.maximus,none,open,4,1
2713,X.texanum,crude,shade,5,0
2714,C.fasciculata,crude,shade,5,0
2715,S.scheelei,crude,shade,5,1
2716,M.maximus,crude,shade,5,0
2717,X.texanum,standard,shade,5,0
2718,C.fasciculata,standard,shade,5,1
2719,S.scheelei,standard,shade,5,1
2720,M.maximus,standard,shade,5,1
2721,X.texanum,none,shade,5,0
2722,C.fasciculata,none,shade,5,1
2723,S.scheelei,none,shade,5,1
2724,M.maximus,none,shade,5,1
2725,X.texanum,crude,open,5,0
2726,C.fasciculata,crude,open,5,1
2727,S.scheelei,crude,open,5,1
2728,M.maximus,crude,open,5,1
2729,X.texanum,standard,open,5,1
2730,C.fasciculata,standard,open,5,1
2731,S.scheelei,standard,open,5,1
2732,M.maximus,standard,open,5,1
2733,X.texanum,none,open,5,1
2734,C.fasciculata,none,open,5,1
2735,S.scheelei,none,open,5,1
2736,M.maximus,none,open,5,1
2737,X.texanum,none,shade,0,0
2738,C.fasciculata,none,shade,0,0
2739,S.scheelei,none,shade,0,0
2740,M.maximus,none,shade,0,0
2741,X.texanum,crude,shade,0,0
2742,C.fasciculata,crude,shade,0,0
2743,S.scheelei,crude,shade,0,0
2744,M.maximus,crude,shade,0,0
2745,X.texanum,standard,shade,0,0
2746,C.fasciculata,standard,shade,0,0
2747,S.scheelei,standard,shade,0,0
2748,M.maximus,standard,shade,0,0
2749,X.texanum,none,open,0,0
2750,C.fasciculata,none,open,0,0
2751,S.scheelei,none,open,0,0
2752,M.maximus,none,open,0,0
2753,X.texanum,crude,open,0,0
2754,C.fasciculata,crude,open,0,0
2755,S.scheelei,crude,open,0,0
2756,M.maximus,crude,open,0,0
2757,X.texanum,standard,open,0,0
2758,C.fasciculata,standard,open,0,0
2759,S.scheelei,standard,open,0,0
2760,M.maximus,standard,open,0,0
2761,X.texanum,none,shade,1,0
2762,C.fasciculata,none,shade,1,0
2763,S.scheelei,none,shade,1,0
2764,M.maximus,none,shade,1,0
2765,X.texanum,crude,shade,1,0
2766,C.fasciculata,crude,shade,1,0
2767,S.scheelei,crude,shade,1,0
2768,M.maximus,crude,shade,1,0
2769,X.texanum,standard,shade,1,0
2770,C.fasciculata,standard,shade,1,0
2771,S.scheelei,standard,shade,1,0
2772,M.maximus,standard,shade,1,0
2773,X.texanum,none,open,1,0
2774,C.fasciculata,none,open,1,0
2775,S.scheelei,none,open,1,0
2776,M.maximus,none,open,1,1
2777,X.texanum,crude,open,1,0
2778,C.fasciculata,crude,open,1,0
2779,S.scheelei,crude,open,1,0
2780,M.maximus,crude,open,1,0
2781,X.texanum,standard,open,1,0
2782,C.fasciculata,standard,open,1,0
2783,S.scheelei,standard,open,1,0
2784,M.maximus,standard,open,1,0
2785,X.texanum,crude,shade,2,0
2786,C.fasciculata,crude,shade,2,1
2787,S.scheelei,crude,shade,2,0
2788,M.maximus,crude,shade,2,1
2789,X.texanum,standard,shade,2,0
2790,C.fasciculata,standard,shade,2,1
2791,S.scheelei,standard,shade,2,0
2792,M.maximus,standard,shade,2,1
2793,X.texanum,none,shade,2,0
2794,C.fasciculata,none,shade,2,1
2795,S.scheelei,none,shade,2,1
2796,M.maximus,none,shade,2,1
2797,X.texanum,crude,open,2,0
2798,C.fasciculata,crude,open,2,0
2799,S.scheelei,crude,open,2,1
2800,M.maximus,crude,open,2,0
2801,X.texanum,standard,open,2,0
2802,C.fasciculata,standard,open,2,1
2803,S.scheelei,standard,open,2,0
2804,M.maximus,standard,open,2,1
2805,X.texanum,none,open,2,0
2806,C.fasciculata,none,open,2,1
2807,S.scheelei,none,open,2,1
2808,M.maximus,none,open,2,1
2809,X.texanum,crude,shade,3,0
2810,C.fasciculata,crude,shade,3,1
2811,S.scheelei,crude,shade,3,1
2812,M.maximus,crude,shade,3,1
2813,X.texanum,standard,shade,3,0
2814,C.fasciculata,standard,shade,3,1
2815,S.scheelei,standard,shade,3,1
2816,M.maximus,standard,shade,3,1
2817,X.texanum,none,shade,3,1
2818,C.fasciculata,none,shade,3,1
2819,S.scheelei,none,shade,3,1
2820,M.maximus,none,shade,3,1
2821,X.texanum,crude,open,3,0
2822,C.fasciculata,crude,open,3,1
2823,S.scheelei,crude,open,3,1
2824,M.maximus,crude,open,3,1
2825,X.texanum,standard,open,3,0
2826,C.fasciculata,standard,open,3,1
2827,S.scheelei,standard,open,3,1
2828,M.maximus,standard,open,3,1
2829,X.texanum,none,open,3,1
2830,C.fasciculata,none,open,3,1
2831,S.scheelei,none,open,3,1
2832,M.maximus,none,open,3,1
2833,X.texanum,crude,shade,4,0
2834,C.fasciculata,crude,shade,4,0
2835,S.scheelei,crude,shade,4,1
2836,M.maximus,crude,shade,4,1
2837,X.texanum,standard,shade,4,0
2838,C.fasciculata,standard,shade,4,1
2839,S.scheelei,standard,shade,4,1
2840,M.maximus,standard,shade,4,1
2841,X.texanum,none,shade,4,0
2842,C.fasciculata,none,shade,4,1
2843,S.scheelei,none,shade,4,1
2844,M.maximus,none,shade,4,1
2845,X.texanum,crude,open,4,0
2846,C.fasciculata,crude,open,4,1
2847,S.scheelei,crude,open,4,1
2848,M.maximus,crude,open,4,1
2849,X.texanum,standard,open,4,1
2850,C.fasciculata,standard,open,4,1
2851,S.scheelei,standard,open,4,1
2852,M.maximus,standard,open,4,1
2853,X.texanum,none,open,4,1
2854,C.fasciculata,none,open,4,1
2855,S.scheelei,none,open,4,1
2856,M.maximus,none,open,4,1
2857,X.texanum,crude,shade,5,0
2858,C.fasciculata,crude,shade,5,0
2859,S.scheelei,crude,shade,5,1
2860,M.maximus,crude,shade,5,0
2861,X.texanum,standard,shade,5,0
2862,C.fasciculata,standard,shade,5,1
2863,S.scheelei,standard,shade,5,1
2864,M.maximus,standard,shade,5,1
2865,X.texanum,none,shade,5,0
2866,C.fasciculata,none,shade,5,1
2867,S.scheelei,none,shade,5,1
2868,M.maximus,none,shade,5,1
2869,X.texanum,crude,open,5,0
2870,C.fasciculata,crude,open,5,1
2871,S.scheelei,crude,open,5,1
2872,M.maximus,crude,open,5,1
2873,X.texanum,standard,open,5,1
2874,C.fasciculata,standard,open,5,1
2875,S.scheelei,standard,open,5,1
2876,M.maximus,standard,open,5,1
2877,X.texanum,none,open,5,1
2878,C.fasciculata,none,open,5,1
2879,S.scheelei,none,open,5,1
2880,M.maximus,none,open,5,1
2881,X.texanum,none,shade,0,0
2882,C.fasciculata,none,shade,0,0
2883,S.scheelei,none,shade,0,0
2884,M.maximus,none,shade,0,0
2885,X.texanum,crude,shade,0,0
2886,C.fasciculata,crude,shade,0,0
2887,S.scheelei,crude,shade,0,0
2888,M.maximus,crude,shade,0,0
2889,X.texanum,standard,shade,0,0
2890,C.fasciculata,standard,shade,0,0
2891,S.scheelei,standard,shade,0,0
2892,M.maximus,standard,shade,0,0
2893,X.texanum,none,open,0,0
2894,C.fasciculata,none,open,0,0
2895,S.scheelei,none,open,0,0
2896,M.maximus,none,open,0,0
2897,X.texanum,crude,open,0,0
2898,C.fasciculata,crude,open,0,0
2899,S.scheelei,crude,open,0,0
2900,M.maximus,crude,open,0,0
2901,X.texanum,standard,open,0,0
2902,C.fasciculata,standard,open,0,0
2903,S.scheelei,standard,open,0,0
2904,M.maximus,standard,open,0,0
2905,X.texanum,none,shade,1,0
2906,C.fasciculata,none,shade,1,0
2907,S.scheelei,none,shade,1,0
2908,M.maximus,none,shade,1,0
2909,X.texanum,crude,shade,1,0
2910,C.fasciculata,crude,shade,1,0
2911,S.scheelei,crude,shade,1,0
2912,M.maximus,crude,shade,1,0
2913,X.texanum,standard,shade,1,0
2914,C.fasciculata,standard,shade,1,0
2915,S.scheelei,standard,shade,1,0
2916,M.maximus,standard,shade,1,0
2917,X.texanum,none,open,1,0
2918,C.fasciculata,none,open,1,0
2919,S.scheelei,none,open,1,0
2920,M.maximus,none,open,1,1
2921,X.texanum,crude,open,1,0
2922,C.fasciculata,crude,open,1,0
2923,S.scheelei,crude,open,1,0
2924,M.maximus,crude,open,1,0
2925,X.texanum,standard,open,1,0
2926,C.fasciculata,standard,open,1,0
2927,S.scheelei,standard,open,1,0
2928,M.maximus,standard,open,1,0
2929,X.texanum,crude,shade,2,0
2930,C.fasciculata,crude,shade,2,1
2931,S.scheelei,crude,shade,2,0
2932,M.maximus,crude,shade,2,1
2933,X.texanum,standard,shade,2,0
2934,C.fasciculata,standard,shade,2,1
2935,S.scheelei,standard,shade,2,0
2936,M.maximus,standard,shade,2,1
2937,X.texanum,none,shade,2,0
2938,C.fasciculata,none,shade,2,1
2939,S.scheelei,none,shade,2,1
2940,M.maximus,none,shade,2,1
2941,X.texanum,crude,open,2,0
2942,C.fasciculata,crude,open,2,0
2943,S.scheelei,crude,open,2,1
2944,M.maximus,crude,open,2,0
2945,X.texanum,standard,open,2,0
