entry ,species,chemical,light,tissue,mass,log.mass
7007,M.maximus,none,open,total,134,4.905274778
7008,M.maximus,none,open,root.shoot,0.425531915,0.354545018
7009,X.texanum,crude,shade,below,NA,NA
7010,X.texanum,crude,shade,above,NA,NA
7011,X.texanum,crude,shade,total,NA,NA
7012,X.texanum,crude,shade,root.shoot,NA,NA
7013,C.fasciculata,crude,shade,below,NA,NA
7014,C.fasciculata,crude,shade,above,NA,NA
7015,C.fasciculata,crude,shade,total,NA,NA
7016,C.fasciculata,crude,shade,root.shoot,NA,NA
7017,S.scheelei,crude,shade,below,NA,NA
7018,S.scheelei,crude,shade,above,NA,NA
7019,S.scheelei,crude,shade,total,NA,NA
7020,S.scheelei,crude,shade,root.shoot,NA,NA
7021,M.maximus,crude,shade,below,NA,NA
7022,M.maximus,crude,shade,above,NA,NA
7023,M.maximus,crude,shade,total,NA,NA
7024,M.maximus,crude,shade,root.shoot,NA,NA
7025,X.texanum,standard,shade,below,NA,NA
7026,X.texanum,standard,shade,above,NA,NA
7027,X.texanum,standard,shade,total,NA,NA
7028,X.texanum,standard,shade,root.shoot,NA,NA
7029,C.fasciculata,standard,shade,below,NA,NA
7030,C.fasciculata,standard,shade,above,NA,NA
7031,C.fasciculata,standard,shade,total,NA,NA
7032,C.fasciculata,standard,shade,root.shoot,NA,NA
7033,S.scheelei,standard,shade,below,NA,NA
7034,S.scheelei,standard,shade,above,NA,NA
7035,S.scheelei,standard,shade,total,NA,NA
7036,S.scheelei,standard,shade,root.shoot,NA,NA
7037,M.maximus,standard,shade,below,NA,NA
7038,M.maximus,standard,shade,above,NA,NA
7039,M.maximus,standard,shade,total,NA,NA
7040,M.maximus,standard,shade,root.shoot,NA,NA
7041,X.texanum,none,shade,below,NA,NA
7042,X.texanum,none,shade,above,NA,NA
7043,X.texanum,none,shade,total,NA,NA
7044,X.texanum,none,shade,root.shoot,NA,NA
7045,C.fasciculata,none,shade,below,NA,NA
7046,C.fasciculata,none,shade,above,NA,NA
7047,C.fasciculata,none,shade,total,NA,NA
7048,C.fasciculata,none,shade,root.shoot,NA,NA
7049,S.scheelei,none,shade,below,NA,NA
7050,S.scheelei,none,shade,above,NA,NA
7051,S.scheelei,none,shade,total,NA,NA
7052,S.scheelei,none,shade,root.shoot,NA,NA
7053,M.maximus,none,shade,below,NA,NA
7054,M.maximus,none,shade,above,NA,NA
7055,M.maximus,none,shade,total,NA,NA
7056,M.maximus,none,shade,root.shoot,NA,NA
7057,X.texanum,crude,open,below,NA,NA
7058,X.texanum,crude,open,above,NA,NA
7059,X.texanum,crude,open,total,NA,NA
7060,X.texanum,crude,open,root.shoot,NA,NA
7061,C.fasciculata,crude,open,below,NA,NA
7062,C.fasciculata,crude,open,above,NA,NA
7063,C.fasciculata,crude,open,total,NA,NA
7064,C.fasciculata,crude,open,root.shoot,NA,NA
7065,S.scheelei,crude,open,below,NA,NA
7066,S.scheelei,crude,open,above,NA,NA
7067,S.scheelei,crude,open,total,NA,NA
7068,S.scheelei,crude,open,root.shoot,NA,NA
7069,M.maximus,crude,open,below,NA,NA
7070,M.maximus,crude,open,above,NA,NA
7071,M.maximus,crude,open,total,NA,NA
7072,M.maximus,crude,open,root.shoot,NA,NA
7073,X.texanum,standard,open,below,NA,NA
7074,X.texanum,standard,open,above,NA,NA
7075,X.texanum,standard,open,total,NA,NA
7076,X.texanum,standard,open,root.shoot,NA,NA
7077,C.fasciculata,standard,open,below,19,2.995732274
7078,C.fasciculata,standard,open,above,35,3.583518938
7079,C.fasciculata,standard,open,total,54,4.007333185
7080,C.fasciculata,standard,open,root.shoot,0.542857143,0.433635985
7081,S.scheelei,standard,open,below,NA,NA
7082,S.scheelei,standard,open,above,NA,NA
7083,S.scheelei,standard,open,total,NA,NA
7084,S.scheelei,standard,open,root.shoot,NA,NA
7085,M.maximus,standard,open,below,NA,NA
7086,M.maximus,standard,open,above,NA,NA
7087,M.maximus,standard,open,total,NA,NA
7088,M.maximus,standard,open,root.shoot,NA,NA
7089,X.texanum,none,open,below,NA,NA
7090,X.texanum,none,open,above,NA,NA
7091,X.texanum,none,open,total,NA,NA
7092,X.texanum,none,open,root.shoot,NA,NA
7093,C.fasciculata,none,open,below,NA,NA
7094,C.fasciculata,none,open,above,NA,NA
7095,C.fasciculata,none,open,total,NA,NA
7096,C.fasciculata,none,open,root.shoot,NA,NA
7097,S.scheelei,none,open,below,NA,NA
7098,S.scheelei,none,open,above,NA,NA
7099,S.scheelei,none,open,total,NA,NA
7100,S.scheelei,none,open,root.shoot,NA,NA
7101,M.maximus,none,open,below,55,4.025351691
7102,M.maximus,none,open,above,142,4.96284463
7103,M.maximus,none,open,total,197,5.288267031
7104,M.maximus,none,open,root.shoot,0.387323944,0.327376671
7105,X.texanum,crude,shade,below,NA,NA
7106,X.texanum,crude,shade,above,NA,NA
7107,X.texanum,crude,shade,total,NA,NA
7108,X.texanum,crude,shade,root.shoot,NA,NA
7109,C.fasciculata,crude,shade,below,NA,NA
7110,C.fasciculata,crude,shade,above,NA,NA
7111,C.fasciculata,crude,shade,total,NA,NA
7112,C.fasciculata,crude,shade,root.shoot,NA,NA
7113,S.scheelei,crude,shade,below,NA,NA
7114,S.scheelei,crude,shade,above,NA,NA
7115,S.scheelei,crude,shade,total,NA,NA
7116,S.scheelei,crude,shade,root.shoot,NA,NA
7117,M.maximus,crude,shade,below,NA,NA
7118,M.maximus,crude,shade,above,NA,NA
7119,M.maximus,crude,shade,total,NA,NA
7120,M.maximus,crude,shade,root.shoot,NA,NA
7121,X.texanum,standard,shade,below,NA,NA
7122,X.texanum,standard,shade,above,NA,NA
7123,X.texanum,standard,shade,total,NA,NA
7124,X.texanum,standard,shade,root.shoot,NA,NA
7125,C.fasciculata,standard,shade,below,NA,NA
7126,C.fasciculata,standard,shade,above,NA,NA
7127,C.fasciculata,standard,shade,total,NA,NA
7128,C.fasciculata,standard,shade,root.shoot,NA,NA
7129,S.scheelei,standard,shade,below,NA,NA
7130,S.scheelei,standard,shade,above,NA,NA
7131,S.scheelei,standard,shade,total,NA,NA
7132,S.scheelei,standard,shade,root.shoot,NA,NA
7133,M.maximus,standard,shade,below,NA,NA
7134,M.maximus,standard,shade,above,NA,NA
7135,M.maximus,standard,shade,total,NA,NA
7136,M.maximus,standard,shade,root.shoot,NA,NA
7137,X.texanum,none,shade,below,NA,NA
7138,X.texanum,none,shade,above,NA,NA
7139,X.texanum,none,shade,total,NA,NA
7140,X.texanum,none,shade,root.shoot,NA,NA
7141,C.fasciculata,none,shade,below,NA,NA
7142,C.fasciculata,none,shade,above,NA,NA
7143,C.fasciculata,none,shade,total,NA,NA
7144,C.fasciculata,none,shade,root.shoot,NA,NA
7145,S.scheelei,none,shade,below,NA,NA
7146,S.scheelei,none,shade,above,NA,NA
7147,S.scheelei,none,shade,total,NA,NA
7148,S.scheelei,none,shade,root.shoot,NA,NA
7149,M.maximus,none,shade,below,NA,NA
7150,M.maximus,none,shade,above,NA,NA
7151,M.maximus,none,shade,total,NA,NA
7152,M.maximus,none,shade,root.shoot,NA,NA
7153,X.texanum,crude,open,below,NA,NA
7154,X.texanum,crude,open,above,NA,NA
7155,X.texanum,crude,open,total,NA,NA
7156,X.texanum,crude,open,root.shoot,NA,NA
7157,C.fasciculata,crude,open,below,NA,NA
7158,C.fasciculata,crude,open,above,NA,NA
7159,C.fasciculata,crude,open,total,NA,NA
7160,C.fasciculata,crude,open,root.shoot,NA,NA
7161,S.scheelei,crude,open,below,NA,NA
7162,S.scheelei,crude,open,above,NA,NA
7163,S.scheelei,crude,open,total,NA,NA
7164,S.scheelei,crude,open,root.shoot,NA,NA
7165,M.maximus,crude,open,below,NA,NA
7166,M.maximus,crude,open,above,NA,NA
7167,M.maximus,crude,open,total,NA,NA
7168,M.maximus,crude,open,root.shoot,NA,NA
7169,X.texanum,standard,open,below,NA,NA
7170,X.texanum,standard,open,above,NA,NA
7171,X.texanum,standard,open,total,NA,NA
7172,X.texanum,standard,open,root.shoot,NA,NA
7173,C.fasciculata,standard,open,below,NA,NA
7174,C.fasciculata,standard,open,above,NA,NA
7175,C.fasciculata,standard,open,total,NA,NA
7176,C.fasciculata,standard,open,root.shoot,NA,NA
7177,S.scheelei,standard,open,below,NA,NA
7178,S.scheelei,standard,open,above,NA,NA
7179,S.scheelei,standard,open,total,NA,NA
7180,S.scheelei,standard,open,root.shoot,NA,NA
7181,M.maximus,standard,open,below,NA,NA
7182,M.maximus,standard,open,above,NA,NA
7183,M.maximus,standard,open,total,NA,NA
7184,M.maximus,standard,open,root.shoot,NA,NA
7185,X.texanum,none,open,below,NA,NA
7186,X.texanum,none,open,above,NA,NA
7187,X.texanum,none,open,total,NA,NA
7188,X.texanum,none,open,root.shoot,NA,NA
7189,C.fasciculata,none,open,below,NA,NA
7190,C.fasciculata,none,open,above,NA,NA
7191,C.fasciculata,none,open,total,NA,NA
7192,C.fasciculata,none,open,root.shoot,NA,NA
7193,S.scheelei,none,open,below,NA,NA
7194,S.scheelei,none,open,above,NA,NA
7195,S.scheelei,none,open,total,NA,NA
7196,S.scheelei,none,open,root.shoot,NA,NA
7197,M.maximus,none,open,below,105,4.663439094
7198,M.maximus,none,open,above,190,5.252273428
7199,M.maximus,none,open,total,295,5.690359454
7200,M.maximus,none,open,root.shoot,0.552631579,0.439951284
7201,X.texanum,crude,shade,below,NA,NA
7202,X.texanum,crude,shade,above,NA,NA
7203,X.texanum,crude,shade,total,NA,NA
7204,X.texanum,crude,shade,root.shoot,NA,NA
7205,C.fasciculata,crude,shade,below,NA,NA
7206,C.fasciculata,crude,shade,above,NA,NA
7207,C.fasciculata,crude,shade,total,NA,NA
7208,C.fasciculata,crude,shade,root.shoot,NA,NA
7209,S.scheelei,crude,shade,below,NA,NA
7210,S.scheelei,crude,shade,above,NA,NA
7211,S.scheelei,crude,shade,total,NA,NA
7212,S.scheelei,crude,shade,root.shoot,NA,NA
7213,M.maximus,crude,shade,below,NA,NA
7214,M.maximus,crude,shade,above,NA,NA
7215,M.maximus,crude,shade,total,NA,NA
7216,M.maximus,crude,shade,root.shoot,NA,NA
7217,X.texanum,standard,shade,below,NA,NA
7218,X.texanum,standard,shade,above,NA,NA
7219,X.texanum,standard,shade,total,NA,NA
7220,X.texanum,standard,shade,root.shoot,NA,NA
7221,C.fasciculata,standard,shade,below,NA,NA
7222,C.fasciculata,standard,shade,above,NA,NA
7223,C.fasciculata,standard,shade,total,NA,NA
7224,C.fasciculata,standard,shade,root.shoot,NA,NA
7225,S.scheelei,standard,shade,below,NA,NA
7226,S.scheelei,standard,shade,above,NA,NA
7227,S.scheelei,standard,shade,total,NA,NA
7228,S.scheelei,standard,shade,root.shoot,NA,NA
7229,M.maximus,standard,shade,below,NA,NA
7230,M.maximus,standard,shade,above,NA,NA
7231,M.maximus,standard,shade,total,NA,NA
7232,M.maximus,standard,shade,root.shoot,NA,NA
7233,X.texanum,none,shade,below,NA,NA
7234,X.texanum,none,shade,above,NA,NA
7235,X.texanum,none,shade,total,NA,NA
7236,X.texanum,none,shade,root.shoot,NA,NA
7237,C.fasciculata,none,shade,below,NA,NA
7238,C.fasciculata,none,shade,above,NA,NA
7239,C.fasciculata,none,shade,total,NA,NA
7240,C.fasciculata,none,shade,root.shoot,NA,NA
7241,S.scheelei,none,shade,below,NA,NA
7242,S.scheelei,none,shade,above,NA,NA
7243,S.scheelei,none,shade,total,NA,NA
7244,S.scheelei,none,shade,root.shoot,NA,NA
7245,M.maximus,none,shade,below,NA,NA
7246,M.maximus,none,shade,above,NA,NA
7247,M.maximus,none,shade,total,NA,NA
7248,M.maximus,none,shade,root.shoot,NA,NA
7249,X.texanum,crude,open,below,NA,NA
7250,X.texanum,crude,open,above,NA,NA
7251,X.texanum,crude,open,total,NA,NA
7252,X.texanum,crude,open,root.shoot,NA,NA
7253,C.fasciculata,crude,open,below,NA,NA
7254,C.fasciculata,crude,open,above,NA,NA
7255,C.fasciculata,crude,open,total,NA,NA
7256,C.fasciculata,crude,open,root.shoot,NA,NA
7257,S.scheelei,crude,open,below,NA,NA
7258,S.scheelei,crude,open,above,NA,NA
7259,S.scheelei,crude,open,total,NA,NA
7260,S.scheelei,crude,open,root.shoot,NA,NA
7261,M.maximus,crude,open,below,NA,NA
7262,M.maximus,crude,open,above,NA,NA
7263,M.maximus,crude,open,total,NA,NA
7264,M.maximus,crude,open,root.shoot,NA,NA
7265,X.texanum,standard,open,below,NA,NA
7266,X.texanum,standard,open,above,NA,NA
7267,X.texanum,standard,open,total,NA,NA
7268,X.texanum,standard,open,root.shoot,NA,NA
7269,C.fasciculata,standard,open,below,NA,NA
7270,C.fasciculata,standard,open,above,NA,NA
7271,C.fasciculata,standard,open,total,NA,NA
7272,C.fasciculata,standard,open,root.shoot,NA,NA
7273,S.scheelei,standard,open,below,NA,NA
7274,S.scheelei,standard,open,above,NA,NA
7275,S.scheelei,standard,open,total,NA,NA
7276,S.scheelei,standard,open,root.shoot,NA,NA
7277,M.maximus,standard,open,below,NA,NA
7278,M.maximus,standard,open,above,NA,NA
7279,M.maximus,standard,open,total,NA,NA
7280,M.maximus,standard,open,root.shoot,NA,NA
7281,X.texanum,none,open,below,NA,NA
7282,X.texanum,none,open,above,NA,NA
7283,X.texanum,none,open,total,NA,NA
7284,X.texanum,none,open,root.shoot,NA,NA
7285,C.fasciculata,none,open,below,NA,NA
7286,C.fasciculata,none,open,above,NA,NA
7287,C.fasciculata,none,open,total,NA,NA
7288,C.fasciculata,none,open,root.shoot,NA,NA
7289,S.scheelei,none,open,below,NA,NA
7290,S.scheelei,none,open,above,NA,NA
7291,S.scheelei,none,open,total,NA,NA
7292,S.scheelei,none,open,root.shoot,NA,NA
7293,M.maximus,none,open,below,109,4.700480366
7294,M.maximus,none,open,above,178,5.187385806
7295,M.maximus,none,open,total,287,5.66296048
7296,M.maximus,none,open,root.shoot,0.612359551,0.477698666
7297,X.texanum,crude,shade,below,NA,NA
7298,X.texanum,crude,shade,above,NA,NA
7299,X.texanum,crude,shade,total,NA,NA
7300,X.texanum,crude,shade,root.shoot,NA,NA
7301,C.fasciculata,crude,shade,below,NA,NA
7302,C.fasciculata,crude,shade,above,NA,NA
7303,C.fasciculata,crude,shade,total,NA,NA
7304,C.fasciculata,crude,shade,root.shoot,NA,NA
7305,S.scheelei,crude,shade,below,NA,NA
7306,S.scheelei,crude,shade,above,NA,NA
7307,S.scheelei,crude,shade,total,NA,NA
7308,S.scheelei,crude,shade,root.shoot,NA,NA
7309,M.maximus,crude,shade,below,NA,NA
7310,M.maximus,crude,shade,above,NA,NA
7311,M.maximus,crude,shade,total,NA,NA
7312,M.maximus,crude,shade,root.shoot,NA,NA
7313,X.texanum,standard,shade,below,NA,NA
7314,X.texanum,standard,shade,above,NA,NA
7315,X.texanum,standard,shade,total,NA,NA
7316,X.texanum,standard,shade,root.shoot,NA,NA
7317,C.fasciculata,standard,shade,below,NA,NA
7318,C.fasciculata,standard,shade,above,NA,NA
7319,C.fasciculata,standard,shade,total,NA,NA
7320,C.fasciculata,standard,shade,root.shoot,NA,NA
7321,S.scheelei,standard,shade,below,NA,NA
7322,S.scheelei,standard,shade,above,NA,NA
7323,S.scheelei,standard,shade,total,NA,NA
7324,S.scheelei,standard,shade,root.shoot,NA,NA
7325,M.maximus,standard,shade,below,NA,NA
7326,M.maximus,standard,shade,above,NA,NA
7327,M.maximus,standard,shade,total,NA,NA
7328,M.maximus,standard,shade,root.shoot,NA,NA
7329,X.texanum,none,shade,below,NA,NA
7330,X.texanum,none,shade,above,NA,NA
7331,X.texanum,none,shade,total,NA,NA
7332,X.texanum,none,shade,root.shoot,NA,NA
7333,C.fasciculata,none,shade,below,NA,NA
7334,C.fasciculata,none,shade,above,NA,NA
7335,C.fasciculata,none,shade,total,NA,NA
7336,C.fasciculata,none,shade,root.shoot,NA,NA
7337,S.scheelei,none,shade,below,NA,NA
7338,S.scheelei,none,shade,above,NA,NA
7339,S.scheelei,none,shade,total,NA,NA
7340,S.scheelei,none,shade,root.shoot,NA,NA
7341,M.maximus,none,shade,below,NA,NA
7342,M.maximus,none,shade,above,NA,NA
7343,M.maximus,none,shade,total,NA,NA
7344,M.maximus,none,shade,root.shoot,NA,NA
7345,X.texanum,crude,open,below,NA,NA
7346,X.texanum,crude,open,above,NA,NA
7347,X.texanum,crude,open,total,NA,NA
7348,X.texanum,crude,open,root.shoot,NA,NA
7349,C.fasciculata,crude,open,below,NA,NA
7350,C.fasciculata,crude,open,above,NA,NA
7351,C.fasciculata,crude,open,total,NA,NA
7352,C.fasciculata,crude,open,root.shoot,NA,NA
7353,S.scheelei,crude,open,below,NA,NA
7354,S.scheelei,crude,open,above,NA,NA
7355,S.scheelei,crude,open,total,NA,NA
7356,S.scheelei,crude,open,root.shoot,NA,NA
7357,M.maximus,crude,open,below,NA,NA
7358,M.maximus,crude,open,above,NA,NA
7359,M.maximus,crude,open,total,NA,NA
7360,M.maximus,crude,open,root.shoot,NA,NA
7361,X.texanum,standard,open,below,NA,NA
7362,X.texanum,standard,open,above,NA,NA
7363,X.texanum,standard,open,total,NA,NA
7364,X.texanum,standard,open,root.shoot,NA,NA
7365,C.fasciculata,standard,open,below,NA,NA
7366,C.fasciculata,standard,open,above,NA,NA
7367,C.fasciculata,standard,open,total,NA,NA
7368,C.fasciculata,standard,open,root.shoot,NA,NA
7369,S.scheelei,standard,open,below,NA,NA
7370,S.scheelei,standard,open,above,NA,NA
7371,S.scheelei,standard,open,total,NA,NA
7372,S.scheelei,standard,open,root.shoot,NA,NA
7373,M.maximus,standard,open,below,NA,NA
7374,M.maximus,standard,open,above,NA,NA
7375,M.maximus,standard,open,total,NA,NA
7376,M.maximus,standard,open,root.shoot,NA,NA
7377,X.texanum,none,open,below,NA,NA
7378,X.texanum,none,open,above,NA,NA
7379,X.texanum,none,open,total,NA,NA
7380,X.texanum,none,open,root.shoot,NA,NA
7381,C.fasciculata,none,open,below,NA,NA
7382,C.fasciculata,none,open,above,NA,NA
7383,C.fasciculata,none,open,total,NA,NA
7384,C.fasciculata,none,open,root.shoot,NA,NA
7385,S.scheelei,none,open,below,NA,NA
7386,S.scheelei,none,open,above,NA,NA
7387,S.scheelei,none,open,total,NA,NA
7388,S.scheelei,none,open,root.shoot,NA,NA
7389,M.maximus,none,open,below,90,4.510859507
7390,M.maximus,none,open,above,218,5.38907173
7391,M.maximus,none,open,total,308,5.733341277
7392,M.maximus,none,open,root.shoot,0.412844037,0.34560472
7393,X.texanum,crude,shade,below,NA,NA
7394,X.texanum,crude,shade,above,NA,NA
7395,X.texanum,crude,shade,total,NA,NA
7396,X.texanum,crude,shade,root.shoot,NA,NA
7397,C.fasciculata,crude,shade,below,NA,NA
7398,C.fasciculata,crude,shade,above,NA,NA
7399,C.fasciculata,crude,shade,total,NA,NA
7400,C.fasciculata,crude,shade,root.shoot,NA,NA
7401,S.scheelei,crude,shade,below,NA,NA
7402,S.scheelei,crude,shade,above,NA,NA
7403,S.scheelei,crude,shade,total,NA,NA
7404,S.scheelei,crude,shade,root.shoot,NA,NA
7405,M.maximus,crude,shade,below,NA,NA
7406,M.maximus,crude,shade,above,NA,NA
7407,M.maximus,crude,shade,total,NA,NA
7408,M.maximus,crude,shade,root.shoot,NA,NA
7409,X.texanum,standard,shade,below,NA,NA
7410,X.texanum,standard,shade,above,NA,NA
7411,X.texanum,standard,shade,total,NA,NA
7412,X.texanum,standard,shade,root.shoot,NA,NA
7413,C.fasciculata,standard,shade,below,NA,NA
7414,C.fasciculata,standard,shade,above,NA,NA
7415,C.fasciculata,standard,shade,total,NA,NA
7416,C.fasciculata,standard,shade,root.shoot,NA,NA
7417,S.scheelei,standard,shade,below,NA,NA
7418,S.scheelei,standard,shade,above,NA,NA
7419,S.scheelei,standard,shade,total,NA,NA
7420,S.scheelei,standard,shade,root.shoot,NA,NA
7421,M.maximus,standard,shade,below,NA,NA
7422,M.maximus,standard,shade,above,NA,NA
7423,M.maximus,standard,shade,total,NA,NA
7424,M.maximus,standard,shade,root.shoot,NA,NA
7425,X.texanum,none,shade,below,NA,NA
7426,X.texanum,none,shade,above,NA,NA
7427,X.texanum,none,shade,total,NA,NA
7428,X.texanum,none,shade,root.shoot,NA,NA
7429,C.fasciculata,none,shade,below,NA,NA
7430,C.fasciculata,none,shade,above,NA,NA
7431,C.fasciculata,none,shade,total,NA,NA
7432,C.fasciculata,none,shade,root.shoot,NA,NA
7433,S.scheelei,none,shade,below,NA,NA
7434,S.scheelei,none,shade,above,NA,NA
7435,S.scheelei,none,shade,total,NA,NA
7436,S.scheelei,none,shade,root.shoot,NA,NA
7437,M.maximus,none,shade,below,NA,NA
7438,M.maximus,none,shade,above,NA,NA
7439,M.maximus,none,shade,total,NA,NA
7440,M.maximus,none,shade,root.shoot,NA,NA
7441,X.texanum,crude,open,below,NA,NA
7442,X.texanum,crude,open,above,NA,NA
7443,X.texanum,crude,open,total,NA,NA
7444,X.texanum,crude,open,root.shoot,NA,NA
7445,C.fasciculata,crude,open,below,NA,NA
7446,C.fasciculata,crude,open,above,NA,NA
7447,C.fasciculata,crude,open,total,NA,NA
7448,C.fasciculata,crude,open,root.shoot,NA,NA
7449,S.scheelei,crude,open,below,NA,NA
7450,S.scheelei,crude,open,above,NA,NA
7451,S.scheelei,crude,open,total,NA,NA
7452,S.scheelei,crude,open,root.shoot,NA,NA
7453,M.maximus,crude,open,below,NA,NA
7454,M.maximus,crude,open,above,NA,NA
7455,M.maximus,crude,open,total,NA,NA
7456,M.maximus,crude,open,root.shoot,NA,NA
7457,X.texanum,standard,open,below,NA,NA
7458,X.texanum,standard,open,above,NA,NA
7459,X.texanum,standard,open,total,NA,NA
7460,X.texanum,standard,open,root.shoot,NA,NA
7461,C.fasciculata,standard,open,below,NA,NA
7462,C.fasciculata,standard,open,above,NA,NA
7463,C.fasciculata,standard,open,total,NA,NA
7464,C.fasciculata,standard,open,root.shoot,NA,NA
7465,S.scheelei,standard,open,below,NA,NA
7466,S.scheelei,standard,open,above,NA,NA
7467,S.scheelei,standard,open,total,NA,NA
7468,S.scheelei,standard,open,root.shoot,NA,NA
7469,M.maximus,standard,open,below,NA,NA
7470,M.maximus,standard,open,above,NA,NA
7471,M.maximus,standard,open,total,NA,NA
7472,M.maximus,standard,open,root.shoot,NA,NA
7473,X.texanum,none,open,below,NA,NA
7474,X.texanum,none,open,above,NA,NA
7475,X.texanum,none,open,total,NA,NA
7476,X.texanum,none,open,root.shoot,NA,NA
7477,C.fasciculata,none,open,below,NA,NA
7478,C.fasciculata,none,open,above,NA,NA
7479,C.fasciculata,none,open,total,NA,NA
7480,C.fasciculata,none,open,root.shoot,NA,NA
7481,S.scheelei,none,open,below,NA,NA
7482,S.scheelei,none,open,above,NA,NA
7483,S.scheelei,none,open,total,NA,NA
7484,S.scheelei,none,open,root.shoot,NA,NA
7485,M.maximus,none,open,below,79,4.382026635
7486,M.maximus,none,open,above,193,5.267858159
7487,M.maximus,none,open,total,272,5.609471795
7488,M.maximus,none,open,root.shoot,0.409326425,0.343111877
7489,X.texanum,crude,shade,below,NA,NA
7490,X.texanum,crude,shade,above,NA,NA
7491,X.texanum,crude,shade,total,NA,NA
7492,X.texanum,crude,shade,root.shoot,NA,NA
7493,C.fasciculata,crude,shade,below,NA,NA
7494,C.fasciculata,crude,shade,above,NA,NA
7495,C.fasciculata,crude,shade,total,NA,NA
7496,C.fasciculata,crude,shade,root.shoot,NA,NA
7497,S.scheelei,crude,shade,below,NA,NA
7498,S.scheelei,crude,shade,above,NA,NA
7499,S.scheelei,crude,shade,total,NA,NA
7500,S.scheelei,crude,shade,root.shoot,NA,NA
7501,M.maximus,crude,shade,below,NA,NA
7502,M.maximus,crude,shade,above,NA,NA
7503,M.maximus,crude,shade,total,NA,NA
7504,M.maximus,crude,shade,root.shoot,NA,NA
7505,X.texanum,standard,shade,below,NA,NA
7506,X.texanum,standard,shade,above,NA,NA
7507,X.texanum,standard,shade,total,NA,NA
7508,X.texanum,standard,shade,root.shoot,NA,NA
7509,C.fasciculata,standard,shade,below,NA,NA
7510,C.fasciculata,standard,shade,above,NA,NA
7511,C.fasciculata,standard,shade,total,NA,NA
7512,C.fasciculata,standard,shade,root.shoot,NA,NA
7513,S.scheelei,standard,shade,below,NA,NA
7514,S.scheelei,standard,shade,above,NA,NA
7515,S.scheelei,standard,shade,total,NA,NA
7516,S.scheelei,standard,shade,root.shoot,NA,NA
7517,M.maximus,standard,shade,below,NA,NA
7518,M.maximus,standard,shade,above,NA,NA
7519,M.maximus,standard,shade,total,NA,NA
7520,M.maximus,standard,shade,root.shoot,NA,NA
7521,X.texanum,none,shade,below,NA,NA
7522,X.texanum,none,shade,above,NA,NA
7523,X.texanum,none,shade,total,NA,NA
7524,X.texanum,none,shade,root.shoot,NA,NA
7525,C.fasciculata,none,shade,below,NA,NA
7526,C.fasciculata,none,shade,above,NA,NA
7527,C.fasciculata,none,shade,total,NA,NA
7528,C.fasciculata,none,shade,root.shoot,NA,NA
7529,S.scheelei,none,shade,below,NA,NA
7530,S.scheelei,none,shade,above,NA,NA
7531,S.scheelei,none,shade,total,NA,NA
7532,S.scheelei,none,shade,root.shoot,NA,NA
7533,M.maximus,none,shade,below,NA,NA
7534,M.maximus,none,shade,above,NA,NA
7535,M.maximus,none,shade,total,NA,NA
7536,M.maximus,none,shade,root.shoot,NA,NA
7537,X.texanum,crude,open,below,NA,NA
7538,X.texanum,crude,open,above,NA,NA
7539,X.texanum,crude,open,total,NA,NA
7540,X.texanum,crude,open,root.shoot,NA,NA
7541,C.fasciculata,crude,open,below,NA,NA
7542,C.fasciculata,crude,open,above,NA,NA
7543,C.fasciculata,crude,open,total,NA,NA
7544,C.fasciculata,crude,open,root.shoot,NA,NA
7545,S.scheelei,crude,open,below,NA,NA
7546,S.scheelei,crude,open,above,NA,NA
7547,S.scheelei,crude,open,total,NA,NA
7548,S.scheelei,crude,open,root.shoot,NA,NA
7549,M.maximus,crude,open,below,NA,NA
7550,M.maximus,crude,open,above,NA,NA
7551,M.maximus,crude,open,total,NA,NA
7552,M.maximus,crude,open,root.shoot,NA,NA
7553,X.texanum,standard,open,below,NA,NA
7554,X.texanum,standard,open,above,NA,NA
7555,X.texanum,standard,open,total,NA,NA
7556,X.texanum,standard,open,root.shoot,NA,NA
7557,C.fasciculata,standard,open,below,NA,NA
7558,C.fasciculata,standard,open,above,NA,NA
7559,C.fasciculata,standard,open,total,NA,NA
7560,C.fasciculata,standard,open,root.shoot,NA,NA
7561,S.scheelei,standard,open,below,NA,NA
7562,S.scheelei,standard,open,above,NA,NA
7563,S.scheelei,standard,open,total,NA,NA
7564,S.scheelei,standard,open,root.shoot,NA,NA
7565,M.maximus,standard,open,below,NA,NA
7566,M.maximus,standard,open,above,NA,NA
7567,M.maximus,standard,open,total,NA,NA
7568,M.maximus,standard,open,root.shoot,NA,NA
7569,X.texanum,none,open,below,NA,NA
7570,X.texanum,none,open,above,NA,NA
7571,X.texanum,none,open,total,NA,NA
7572,X.texanum,none,open,root.shoot,NA,NA
7573,C.fasciculata,none,open,below,NA,NA
7574,C.fasciculata,none,open,above,NA,NA
7575,C.fasciculata,none,open,total,NA,NA
7576,C.fasciculata,none,open,root.shoot,NA,NA
7577,S.scheelei,none,open,below,NA,NA
7578,S.scheelei,none,open,above,NA,NA
7579,S.scheelei,none,open,total,NA,NA
7580,S.scheelei,none,open,root.shoot,NA,NA
7581,M.maximus,none,open,below,86,4.465908119
7582,M.maximus,none,open,above,178,5.187385806
7583,M.maximus,none,open,total,264,5.579729826
7584,M.maximus,none,open,root.shoot,0.483146067,0.394165553
7585,X.texanum,crude,shade,below,NA,NA
7586,X.texanum,crude,shade,above,NA,NA
